"filename", "language", "Python", "comment", "blank", "total"
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/__init__.py", "Python", 1, 0, 1, 2
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/admin.py", "Python", 3, 0, 2, 5
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/apps.py", "Python", 6, 0, 4, 10
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/models.py", "Python", 13, 0, 4, 17
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/serializers.py", "Python", 0, 0, 1, 1
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/signals.py", "Python", 16, 0, 5, 21
"/Users/paulpark/dev/CSCI3100_project/CSCI3100-C3/server/apps/user_data/urls.py", "Python", 0, 0, 1, 1
"Total", "-", 39, 0, 18, 57
